,y,ordToday,homeToday,awayToday,MHOrd,MAOrd,MHLoc,MALoc,MHRes,MARes,AvgH,AvgD,AvgA,y_H1,ord_H1,home_H1,away_H1,FTHG_H1,FTAG_H1,FTR_H1,HTHG_H1,HTAG_H1,HTR_H1,HS_H1,AS_H1,HST_H1,AST_H1,HF_H1,AF_H1,HC_H1,AC_H1,HY_H1,AY_H1,HR_H1,AR_H1,AvgH_H1,AvgD_H1,AvgA_H1,y_H2,ord_H2,home_H2,away_H2,FTHG_H2,FTAG_H2,FTR_H2,HTHG_H2,HTAG_H2,HTR_H2,HS_H2,AS_H2,HST_H2,AST_H2,HF_H2,AF_H2,HC_H2,AC_H2,HY_H2,AY_H2,HR_H2,AR_H2,AvgH_H2,AvgD_H2,AvgA_H2,y_H3,ord_H3,home_H3,away_H3,FTHG_H3,FTAG_H3,FTR_H3,HTHG_H3,HTAG_H3,HTR_H3,HS_H3,AS_H3,HST_H3,AST_H3,HF_H3,AF_H3,HC_H3,AC_H3,HY_H3,AY_H3,HR_H3,AR_H3,AvgH_H3,AvgD_H3,AvgA_H3,y_A1,ord_A1,home_A1,away_A1,FTHG_A1,FTAG_A1,FTR_A1,HTHG_A1,HTAG_A1,HTR_A1,HS_A1,AS_A1,HST_A1,AST_A1,HF_A1,AF_A1,HC_A1,AC_A1,HY_A1,AY_A1,HR_A1,AR_A1,AvgH_A1,AvgD_A1,AvgA_A1,y_A2,ord_A2,home_A2,away_A2,FTHG_A2,FTAG_A2,FTR_A2,HTHG_A2,HTAG_A2,HTR_A2,HS_A2,AS_A2,HST_A2,AST_A2,HF_A2,AF_A2,HC_A2,AC_A2,HY_A2,AY_A2,HR_A2,AR_A2,AvgH_A2,AvgD_A2,AvgA_A2,y_A3,ord_A3,home_A3,away_A3,FTHG_A3,FTAG_A3,FTR_A3,HTHG_A3,HTAG_A3,HTR_A3,HS_A3,AS_A3,HST_A3,AST_A3,HF_A3,AF_A3,HC_A3,AC_A3,HY_A3,AY_A3,HR_A3,AR_A3,AvgH_A3,AvgD_A3,AvgA_A3
671,3,738836,RB Leipzig,Freiburg,1,1,0,1,3,3,1.45,4.88,6.67,3,738828,Mainz,RB Leipzig,2,0,H,0,0,D,10,10,3,2,13,9,2,7,3,1,0,0,5.23,4.44,1.6,3,738821,RB Leipzig,FC Koln,6,0,H,4,0,H,24,6,13,1,8,13,11,1,2,4,0,1,1.44,4.97,7.1,0,738814,Darmstadt,RB Leipzig,1,3,A,1,2,A,16,10,3,7,16,12,6,0,6,3,0,0,6.54,4.92,1.46,1,738828,Freiburg,M'gladbach,3,3,D,1,3,A,15,10,8,5,7,10,8,2,2,2,0,0,2.1,3.85,3.28,3,738822,Leverkusen,Freiburg,2,1,H,1,0,H,19,10,4,4,9,10,11,4,0,2,0,0,1.29,6.01,10.41,3,738814,Freiburg,Bochum,2,1,H,2,1,H,15,13,5,5,11,16,5,2,3,4,0,0,1.73,3.98,4.69
672,0,738848,FC Koln,Bayern Munich,0,0,0,0,0,0,10.51,6.77,1.26,1,738835,Bochum,FC Koln,1,1,D,1,0,H,25,10,9,6,14,19,3,3,4,1,0,0,2.45,3.62,2.82,1,738828,FC Koln,Augsburg,1,1,D,1,1,D,28,18,12,3,10,10,10,2,1,4,0,0,2.35,3.72,2.89,3,738821,RB Leipzig,FC Koln,6,0,H,4,0,H,24,6,13,1,8,13,11,1,2,4,0,1,1.44,4.97,7.1,3,738835,Bayern Munich,Heidenheim,4,2,H,2,0,H,18,7,8,2,8,8,7,2,1,0,0,0,1.06,15.98,30.37,0,738828,Dortmund,Bayern Munich,0,4,A,0,2,A,15,14,1,8,14,6,3,2,3,2,0,0,3.81,4.39,1.82,3,738821,Bayern Munich,Darmstadt,8,0,H,0,0,D,28,10,16,4,15,13,7,1,1,2,1,2,1.07,14.36,28.45
673,3,738849,Dortmund,M'gladbach,0,0,0,0,0,0,1.48,5.23,5.77,3,738835,Stuttgart,Dortmund,2,1,H,1,1,D,22,5,10,1,13,16,6,1,2,3,0,0,2.59,3.79,2.56,0,738828,Dortmund,Bayern Munich,0,4,A,0,2,A,15,14,1,8,14,6,3,2,3,2,0,0,3.81,4.39,1.82,1,738822,Ein Frankfurt,Dortmund,3,3,D,2,1,H,11,14,7,4,11,10,0,4,3,2,0,0,3.24,3.69,2.17,3,738834,M'gladbach,Wolfsburg,4,0,H,2,0,H,16,12,8,4,7,12,8,5,1,3,0,0,2.38,3.76,2.82,1,738828,Freiburg,M'gladbach,3,3,D,1,3,A,15,10,8,5,7,10,8,2,2,2,0,0,2.1,3.85,3.28,3,738821,M'gladbach,Heidenheim,2,1,H,1,1,D,11,8,6,3,5,18,6,4,0,3,0,0,1.8,4.17,4.09
674,1,738849,Freiburg,Darmstadt,0,0,0,0,0,0,1.58,4.37,5.6,3,738836,RB Leipzig,Freiburg,3,1,H,1,1,D,15,9,6,3,10,12,7,3,2,0,0,0,1.45,4.88,6.67,1,738828,Freiburg,M'gladbach,3,3,D,1,3,A,15,10,8,5,7,10,8,2,2,2,0,0,2.1,3.85,3.28,3,738822,Leverkusen,Freiburg,2,1,H,1,0,H,19,10,4,4,9,10,11,4,0,2,0,0,1.29,6.01,10.41,1,738835,Darmstadt,Mainz,0,0,D,0,0,D,9,9,3,0,20,15,0,5,3,3,0,0,2.99,3.67,2.31,0,738827,Darmstadt,Bochum,1,2,A,1,1,D,15,9,4,4,7,16,11,2,2,5,1,0,2.38,3.62,2.91,3,738821,Bayern Munich,Darmstadt,8,0,H,0,0,D,28,10,16,4,15,13,7,1,1,2,1,2,1.07,14.36,28.45
675,1,738849,Union Berlin,Augsburg,0,0,0,0,0,0,2.01,3.63,3.76,3,738836,Leverkusen,Union Berlin,4,0,H,1,0,H,19,2,10,2,8,5,10,1,0,1,0,0,1.28,6.03,10.54,0,738828,Union Berlin,Ein Frankfurt,0,3,A,0,2,A,10,4,3,3,13,8,9,1,0,1,0,0,2.56,3.25,2.92,3,738821,Werder Bremen,Union Berlin,2,0,H,1,0,H,9,7,3,2,12,14,3,3,1,4,0,1,2.68,3.54,2.61,1,738835,Augsburg,Hoffenheim,1,1,D,0,1,A,11,12,6,6,9,11,3,5,1,2,0,0,2.6,3.8,2.53,1,738828,FC Koln,Augsburg,1,1,D,1,1,D,28,18,12,3,10,10,10,2,1,4,0,0,2.35,3.72,2.89,3,738821,Augsburg,Wolfsburg,3,2,H,1,2,A,9,13,5,6,19,14,5,5,6,4,1,0,2.87,3.63,2.4
676,0,738849,Werder Bremen,Leverkusen,0,0,0,0,0,0,6.24,5.13,1.46,1,738836,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,14,14,5,3,3,10,3,7,1,3,0,0,3.0,3.58,2.34,1,738829,Wolfsburg,Werder Bremen,2,2,D,1,1,D,15,13,5,4,14,17,5,2,4,1,1,0,1.73,4.3,4.32,3,738821,Werder Bremen,Union Berlin,2,0,H,1,0,H,9,7,3,2,12,14,3,3,1,4,0,1,2.68,3.54,2.61,3,738836,Leverkusen,Union Berlin,4,0,H,1,0,H,19,2,10,2,8,5,10,1,0,1,0,0,1.28,6.03,10.54,0,738828,Hoffenheim,Leverkusen,2,3,A,0,2,A,12,10,7,4,6,10,4,3,3,2,0,0,4.85,4.82,1.59,3,738822,Leverkusen,Freiburg,2,1,H,1,0,H,19,10,4,4,9,10,11,4,0,2,0,0,1.29,6.01,10.41
677,3,738849,Wolfsburg,RB Leipzig,0,0,0,0,0,0,3.77,3.94,1.92,3,738834,M'gladbach,Wolfsburg,4,0,H,2,0,H,16,12,8,4,7,12,8,5,1,3,0,0,2.38,3.76,2.82,1,738829,Wolfsburg,Werder Bremen,2,2,D,1,1,D,15,13,5,4,14,17,5,2,4,1,1,0,1.73,4.3,4.32,3,738821,Augsburg,Wolfsburg,3,2,H,1,2,A,9,13,5,6,19,14,5,5,6,4,1,0,2.87,3.63,2.4,3,738836,RB Leipzig,Freiburg,3,1,H,1,1,D,15,9,6,3,10,12,7,3,2,0,0,0,1.45,4.88,6.67,3,738828,Mainz,RB Leipzig,2,0,H,0,0,D,10,10,3,2,13,9,2,7,3,1,0,0,5.23,4.44,1.6,3,738821,RB Leipzig,FC Koln,6,0,H,4,0,H,24,6,13,1,8,13,11,1,2,4,0,1,1.44,4.97,7.1
678,0,738849,Ein Frankfurt,Stuttgart,0,0,0,0,0,0,2.62,3.67,2.6,1,738836,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,14,14,5,3,3,10,3,7,1,3,0,0,3.0,3.58,2.34,0,738828,Union Berlin,Ein Frankfurt,0,3,A,0,2,A,10,4,3,3,13,8,9,1,0,1,0,0,2.56,3.25,2.92,1,738822,Ein Frankfurt,Dortmund,3,3,D,2,1,H,11,14,7,4,11,10,0,4,3,2,0,0,3.24,3.69,2.17,3,738835,Stuttgart,Dortmund,2,1,H,1,1,D,22,5,10,1,13,16,6,1,2,3,0,0,2.59,3.79,2.56,3,738829,Heidenheim,Stuttgart,2,0,H,0,0,D,19,14,2,2,7,13,9,6,2,2,0,0,4.6,4.38,1.68,0,738821,Stuttgart,Hoffenheim,2,3,A,0,2,A,23,7,10,5,13,11,6,0,2,1,0,0,1.86,4.14,3.82
679,1,738850,Heidenheim,Bochum,0,0,0,0,0,0,2.22,3.76,3.07,3,738835,Bayern Munich,Heidenheim,4,2,H,2,0,H,18,7,8,2,8,8,7,2,1,0,0,0,1.06,15.98,30.37,3,738829,Heidenheim,Stuttgart,2,0,H,0,0,D,19,14,2,2,7,13,9,6,2,2,0,0,4.6,4.38,1.68,3,738821,M'gladbach,Heidenheim,2,1,H,1,1,D,11,8,6,3,5,18,6,4,0,3,0,0,1.8,4.17,4.09,1,738835,Bochum,FC Koln,1,1,D,1,0,H,25,10,9,6,14,19,3,3,4,1,0,0,2.45,3.62,2.82,0,738827,Darmstadt,Bochum,1,2,A,1,1,D,15,9,4,4,7,16,11,2,2,5,1,0,2.38,3.62,2.91,1,738820,Bochum,Mainz,2,2,D,1,0,H,10,10,4,4,14,21,5,4,3,3,0,0,2.72,3.54,2.56
680,1,738850,Hoffenheim,Mainz,0,0,0,0,0,0,1.85,4.04,3.94,1,738835,Augsburg,Hoffenheim,1,1,D,0,1,A,11,12,6,6,9,11,3,5,1,2,0,0,2.6,3.8,2.53,0,738828,Hoffenheim,Leverkusen,2,3,A,0,2,A,12,10,7,4,6,10,4,3,3,2,0,0,4.85,4.82,1.59,0,738821,Stuttgart,Hoffenheim,2,3,A,0,2,A,23,7,10,5,13,11,6,0,2,1,0,0,1.86,4.14,3.82,1,738835,Darmstadt,Mainz,0,0,D,0,0,D,9,9,3,0,20,15,0,5,3,3,0,0,2.99,3.67,2.31,3,738828,Mainz,RB Leipzig,2,0,H,0,0,D,10,10,3,2,13,9,2,7,3,1,0,0,5.23,4.44,1.6,1,738820,Bochum,Mainz,2,2,D,1,0,H,10,10,4,4,14,21,5,4,3,3,0,0,2.72,3.54,2.56
681,0,738855,Darmstadt,FC Koln,0,0,0,0,0,0,2.68,3.51,2.63,1,738849,Freiburg,Darmstadt,1,1,D,1,1,D,16,7,3,1,15,15,11,2,2,0,0,0,1.58,4.37,5.6,1,738835,Darmstadt,Mainz,0,0,D,0,0,D,9,9,3,0,20,15,0,5,3,3,0,0,2.99,3.67,2.31,0,738827,Darmstadt,Bochum,1,2,A,1,1,D,15,9,4,4,7,16,11,2,2,5,1,0,2.38,3.62,2.91,0,738848,FC Koln,Bayern Munich,0,1,A,0,1,A,6,19,2,5,6,4,3,12,0,1,0,0,10.51,6.77,1.26,1,738835,Bochum,FC Koln,1,1,D,1,0,H,25,10,9,6,14,19,3,3,4,1,0,0,2.45,3.62,2.82,1,738828,FC Koln,Augsburg,1,1,D,1,1,D,28,18,12,3,10,10,10,2,1,4,0,0,2.35,3.72,2.89
682,3,738856,Bochum,Wolfsburg,0,0,0,0,0,0,2.66,3.65,2.58,1,738850,Heidenheim,Bochum,0,0,D,0,0,D,9,9,3,2,14,7,6,5,4,3,0,0,2.22,3.76,3.07,1,738835,Bochum,FC Koln,1,1,D,1,0,H,25,10,9,6,14,19,3,3,4,1,0,0,2.45,3.62,2.82,0,738827,Darmstadt,Bochum,1,2,A,1,1,D,15,9,4,4,7,16,11,2,2,5,1,0,2.38,3.62,2.91,3,738849,Wolfsburg,RB Leipzig,2,1,H,1,0,H,10,26,4,10,18,11,1,12,4,2,0,0,3.77,3.94,1.92,3,738834,M'gladbach,Wolfsburg,4,0,H,2,0,H,16,12,8,4,7,12,8,5,1,3,0,0,2.38,3.76,2.82,1,738829,Wolfsburg,Werder Bremen,2,2,D,1,1,D,15,13,5,4,14,17,5,2,4,1,1,0,1.73,4.3,4.32
683,3,738856,M'gladbach,Hoffenheim,0,0,0,0,0,0,2.25,4.07,2.85,3,738849,Dortmund,M'gladbach,4,2,H,3,2,H,20,10,13,3,11,11,5,4,1,2,0,0,1.48,5.23,5.77,3,738834,M'gladbach,Wolfsburg,4,0,H,2,0,H,16,12,8,4,7,12,8,5,1,3,0,0,2.38,3.76,2.82,1,738828,Freiburg,M'gladbach,3,3,D,1,3,A,15,10,8,5,7,10,8,2,2,2,0,0,2.1,3.85,3.28,1,738850,Hoffenheim,Mainz,1,1,D,0,1,A,15,15,6,6,9,14,4,5,4,4,0,0,1.85,4.04,3.94,1,738835,Augsburg,Hoffenheim,1,1,D,0,1,A,11,12,6,6,9,11,3,5,1,2,0,0,2.6,3.8,2.53,0,738828,Hoffenheim,Leverkusen,2,3,A,0,2,A,12,10,7,4,6,10,4,3,3,2,0,0,4.85,4.82,1.59
684,3,738856,RB Leipzig,Heidenheim,1,0,0,0,0,0,1.24,7.01,10.83,3,738849,Wolfsburg,RB Leipzig,2,1,H,1,0,H,10,26,4,10,18,11,1,12,4,2,0,0,3.77,3.94,1.92,3,738836,RB Leipzig,Freiburg,3,1,H,1,1,D,15,9,6,3,10,12,7,3,2,0,0,0,1.45,4.88,6.67,3,738828,Mainz,RB Leipzig,2,0,H,0,0,D,10,10,3,2,13,9,2,7,3,1,0,0,5.23,4.44,1.6,1,738850,Heidenheim,Bochum,0,0,D,0,0,D,9,9,3,2,14,7,6,5,4,3,0,0,2.22,3.76,3.07,3,738835,Bayern Munich,Heidenheim,4,2,H,2,0,H,18,7,8,2,8,8,7,2,1,0,0,0,1.06,15.98,30.37,3,738829,Heidenheim,Stuttgart,2,0,H,0,0,D,19,14,2,2,7,13,9,6,2,2,0,0,4.6,4.38,1.68
685,3,738856,Stuttgart,Werder Bremen,0,0,0,0,0,0,1.41,5.18,7.35,0,738849,Ein Frankfurt,Stuttgart,1,2,A,1,2,A,14,11,1,5,14,8,4,2,0,1,0,0,2.62,3.67,2.6,3,738835,Stuttgart,Dortmund,2,1,H,1,1,D,22,5,10,1,13,16,6,1,2,3,0,0,2.59,3.79,2.56,3,738829,Heidenheim,Stuttgart,2,0,H,0,0,D,19,14,2,2,7,13,9,6,2,2,0,0,4.6,4.38,1.68,0,738849,Werder Bremen,Leverkusen,0,3,A,0,2,A,2,13,1,4,15,4,1,6,3,1,0,0,6.24,5.13,1.46,1,738836,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,14,14,5,3,3,10,3,7,1,3,0,0,3.0,3.58,2.34,1,738829,Wolfsburg,Werder Bremen,2,2,D,1,1,D,15,13,5,4,14,17,5,2,4,1,1,0,1.73,4.3,4.32
686,0,738857,Mainz,Freiburg,0,1,0,1,0,3,2.29,3.53,3.12,1,738850,Hoffenheim,Mainz,1,1,D,0,1,A,15,15,6,6,9,14,4,5,4,4,0,0,1.85,4.04,3.94,1,738835,Darmstadt,Mainz,0,0,D,0,0,D,9,9,3,0,20,15,0,5,3,3,0,0,2.99,3.67,2.31,3,738828,Mainz,RB Leipzig,2,0,H,0,0,D,10,10,3,2,13,9,2,7,3,1,0,0,5.23,4.44,1.6,1,738849,Freiburg,Darmstadt,1,1,D,1,1,D,16,7,3,1,15,15,11,2,2,0,0,0,1.58,4.37,5.6,3,738836,RB Leipzig,Freiburg,3,1,H,1,1,D,15,9,6,3,10,12,7,3,2,0,0,0,1.45,4.88,6.67,1,738828,Freiburg,M'gladbach,3,3,D,1,3,A,15,10,8,5,7,10,8,2,2,2,0,0,2.1,3.85,3.28
687,1,738857,Leverkusen,Dortmund,1,1,0,0,3,3,1.67,4.5,4.57,0,738849,Werder Bremen,Leverkusen,0,3,A,0,2,A,2,13,1,4,15,4,1,6,3,1,0,0,6.24,5.13,1.46,3,738836,Leverkusen,Union Berlin,4,0,H,1,0,H,19,2,10,2,8,5,10,1,0,1,0,0,1.28,6.03,10.54,0,738828,Hoffenheim,Leverkusen,2,3,A,0,2,A,12,10,7,4,6,10,4,3,3,2,0,0,4.85,4.82,1.59,3,738849,Dortmund,M'gladbach,4,2,H,3,2,H,20,10,13,3,11,11,5,4,1,2,0,0,1.48,5.23,5.77,3,738835,Stuttgart,Dortmund,2,1,H,1,1,D,22,5,10,1,13,16,6,1,2,3,0,0,2.59,3.79,2.56,0,738828,Dortmund,Bayern Munich,0,4,A,0,2,A,15,14,1,8,14,6,3,2,3,2,0,0,3.81,4.39,1.82
688,3,738857,Augsburg,Ein Frankfurt,0,0,0,0,0,0,2.68,3.58,2.59,1,738849,Union Berlin,Augsburg,1,1,D,0,1,A,16,11,6,2,10,15,3,4,2,2,0,0,2.01,3.63,3.76,1,738835,Augsburg,Hoffenheim,1,1,D,0,1,A,11,12,6,6,9,11,3,5,1,2,0,0,2.6,3.8,2.53,1,738828,FC Koln,Augsburg,1,1,D,1,1,D,28,18,12,3,10,10,10,2,1,4,0,0,2.35,3.72,2.89,0,738849,Ein Frankfurt,Stuttgart,1,2,A,1,2,A,14,11,1,5,14,8,4,2,0,1,0,0,2.62,3.67,2.6,1,738836,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,14,14,5,3,3,10,3,7,1,3,0,0,3.0,3.58,2.34,0,738828,Union Berlin,Ein Frankfurt,0,3,A,0,2,A,10,4,3,3,13,8,9,1,0,1,0,0,2.56,3.25,2.92
689,3,738862,Hoffenheim,Bochum,0,0,0,0,0,0,1.72,4.25,4.44,3,738856,M'gladbach,Hoffenheim,2,1,H,0,0,D,9,17,3,5,12,14,6,3,2,2,0,0,2.25,4.07,2.85,1,738850,Hoffenheim,Mainz,1,1,D,0,1,A,15,15,6,6,9,14,4,5,4,4,0,0,1.85,4.04,3.94,1,738835,Augsburg,Hoffenheim,1,1,D,0,1,A,11,12,6,6,9,11,3,5,1,2,0,0,2.6,3.8,2.53,3,738856,Bochum,Wolfsburg,3,1,H,2,1,H,19,15,9,6,14,13,6,6,6,2,0,0,2.66,3.65,2.58,1,738850,Heidenheim,Bochum,0,0,D,0,0,D,9,9,3,2,14,7,6,5,4,3,0,0,2.22,3.76,3.07,1,738835,Bochum,FC Koln,1,1,D,1,0,H,25,10,9,6,14,19,3,3,4,1,0,0,2.45,3.62,2.82
690,3,738863,Ein Frankfurt,Bayern Munich,1,0,0,0,0,0,8.81,5.82,1.32,3,738857,Augsburg,Ein Frankfurt,2,1,H,1,0,H,9,12,4,6,9,10,2,4,1,1,0,0,2.68,3.58,2.59,0,738849,Ein Frankfurt,Stuttgart,1,2,A,1,2,A,14,11,1,5,14,8,4,2,0,1,0,0,2.62,3.67,2.6,1,738836,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,14,14,5,3,3,10,3,7,1,3,0,0,3.0,3.58,2.34,0,738848,FC Koln,Bayern Munich,0,1,A,0,1,A,6,19,2,5,6,4,3,12,0,1,0,0,10.51,6.77,1.26,3,738835,Bayern Munich,Heidenheim,4,2,H,2,0,H,18,7,8,2,8,8,7,2,1,0,0,0,1.06,15.98,30.37,0,738828,Dortmund,Bayern Munich,0,4,A,0,2,A,15,14,1,8,14,6,3,2,3,2,0,0,3.81,4.39,1.82
691,3,738863,Heidenheim,Darmstadt,0,0,0,0,0,0,2.08,3.66,3.48,3,738856,RB Leipzig,Heidenheim,2,1,H,2,1,H,23,7,8,1,13,16,5,3,2,2,0,0,1.24,7.01,10.83,1,738850,Heidenheim,Bochum,0,0,D,0,0,D,9,9,3,2,14,7,6,5,4,3,0,0,2.22,3.76,3.07,3,738835,Bayern Munich,Heidenheim,4,2,H,2,0,H,18,7,8,2,8,8,7,2,1,0,0,0,1.06,15.98,30.37,0,738855,Darmstadt,FC Koln,0,1,A,0,0,D,11,11,1,6,12,12,1,6,1,3,0,0,2.68,3.51,2.63,1,738849,Freiburg,Darmstadt,1,1,D,1,1,D,16,7,3,1,15,15,11,2,2,0,0,0,1.58,4.37,5.6,1,738835,Darmstadt,Mainz,0,0,D,0,0,D,9,9,3,0,20,15,0,5,3,3,0,0,2.99,3.67,2.31
692,3,738863,Union Berlin,M'gladbach,0,1,0,1,0,3,2.15,3.66,3.29,1,738849,Union Berlin,Augsburg,1,1,D,0,1,A,16,11,6,2,10,15,3,4,2,2,0,0,2.01,3.63,3.76,3,738836,Leverkusen,Union Berlin,4,0,H,1,0,H,19,2,10,2,8,5,10,1,0,1,0,0,1.28,6.03,10.54,0,738828,Union Berlin,Ein Frankfurt,0,3,A,0,2,A,10,4,3,3,13,8,9,1,0,1,0,0,2.56,3.25,2.92,3,738856,M'gladbach,Hoffenheim,2,1,H,0,0,D,9,17,3,5,12,14,6,3,2,2,0,0,2.25,4.07,2.85,3,738849,Dortmund,M'gladbach,4,2,H,3,2,H,20,10,13,3,11,11,5,4,1,2,0,0,1.48,5.23,5.77,3,738834,M'gladbach,Wolfsburg,4,0,H,2,0,H,16,12,8,4,7,12,8,5,1,3,0,0,2.38,3.76,2.82
693,3,738863,Werder Bremen,Augsburg,0,0,0,0,0,0,2.42,3.71,2.77,3,738856,Stuttgart,Werder Bremen,2,0,H,1,0,H,17,11,6,3,7,9,6,7,1,0,0,0,1.41,5.18,7.35,0,738849,Werder Bremen,Leverkusen,0,3,A,0,2,A,2,13,1,4,15,4,1,6,3,1,0,0,6.24,5.13,1.46,1,738836,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,14,14,5,3,3,10,3,7,1,3,0,0,3.0,3.58,2.34,3,738857,Augsburg,Ein Frankfurt,2,1,H,1,0,H,9,12,4,6,9,10,2,4,1,1,0,0,2.68,3.58,2.59,1,738849,Union Berlin,Augsburg,1,1,D,0,1,A,16,11,6,2,10,15,3,4,2,2,0,0,2.01,3.63,3.76,1,738835,Augsburg,Hoffenheim,1,1,D,0,1,A,11,12,6,6,9,11,3,5,1,2,0,0,2.6,3.8,2.53
694,0,738863,Wolfsburg,Freiburg,1,0,0,0,0,0,2.27,3.68,3.03,3,738856,Bochum,Wolfsburg,3,1,H,2,1,H,19,15,9,6,14,13,6,6,6,2,0,0,2.66,3.65,2.58,3,738849,Wolfsburg,RB Leipzig,2,1,H,1,0,H,10,26,4,10,18,11,1,12,4,2,0,0,3.77,3.94,1.92,3,738834,M'gladbach,Wolfsburg,4,0,H,2,0,H,16,12,8,4,7,12,8,5,1,3,0,0,2.38,3.76,2.82,0,738857,Mainz,Freiburg,0,1,A,0,0,D,19,13,6,5,16,11,14,3,1,1,0,0,2.29,3.53,3.12,1,738849,Freiburg,Darmstadt,1,1,D,1,1,D,16,7,3,1,15,15,11,2,2,0,0,0,1.58,4.37,5.6,3,738836,RB Leipzig,Freiburg,3,1,H,1,1,D,15,9,6,3,10,12,7,3,2,0,0,0,1.45,4.88,6.67
695,0,738863,Dortmund,RB Leipzig,1,0,0,0,0,0,2.55,3.89,2.54,1,738857,Leverkusen,Dortmund,1,1,D,0,1,A,22,6,6,2,12,12,16,1,3,2,0,0,1.67,4.5,4.57,3,738849,Dortmund,M'gladbach,4,2,H,3,2,H,20,10,13,3,11,11,5,4,1,2,0,0,1.48,5.23,5.77,3,738835,Stuttgart,Dortmund,2,1,H,1,1,D,22,5,10,1,13,16,6,1,2,3,0,0,2.59,3.79,2.56,3,738856,RB Leipzig,Heidenheim,2,1,H,2,1,H,23,7,8,1,13,16,5,3,2,2,0,0,1.24,7.01,10.83,3,738849,Wolfsburg,RB Leipzig,2,1,H,1,0,H,10,26,4,10,18,11,1,12,4,2,0,0,3.77,3.94,1.92,3,738836,RB Leipzig,Freiburg,3,1,H,1,1,D,15,9,6,3,10,12,7,3,2,0,0,0,1.45,4.88,6.67
696,1,738864,Stuttgart,Leverkusen,1,1,1,1,3,3,2.88,3.78,2.32,3,738856,Stuttgart,Werder Bremen,2,0,H,1,0,H,17,11,6,3,7,9,6,7,1,0,0,0,1.41,5.18,7.35,0,738849,Ein Frankfurt,Stuttgart,1,2,A,1,2,A,14,11,1,5,14,8,4,2,0,1,0,0,2.62,3.67,2.6,3,738835,Stuttgart,Dortmund,2,1,H,1,1,D,22,5,10,1,13,16,6,1,2,3,0,0,2.59,3.79,2.56,1,738857,Leverkusen,Dortmund,1,1,D,0,1,A,22,6,6,2,12,12,16,1,3,2,0,0,1.67,4.5,4.57,0,738849,Werder Bremen,Leverkusen,0,3,A,0,2,A,2,13,1,4,15,4,1,6,3,1,0,0,6.24,5.13,1.46,3,738836,Leverkusen,Union Berlin,4,0,H,1,0,H,19,2,10,2,8,5,10,1,0,1,0,0,1.28,6.03,10.54
697,1,738864,FC Koln,Mainz,0,0,0,0,0,0,2.39,3.49,2.97,0,738855,Darmstadt,FC Koln,0,1,A,0,0,D,11,11,1,6,12,12,1,6,1,3,0,0,2.68,3.51,2.63,0,738848,FC Koln,Bayern Munich,0,1,A,0,1,A,6,19,2,5,6,4,3,12,0,1,0,0,10.51,6.77,1.26,1,738835,Bochum,FC Koln,1,1,D,1,0,H,25,10,9,6,14,19,3,3,4,1,0,0,2.45,3.62,2.82,0,738857,Mainz,Freiburg,0,1,A,0,0,D,19,13,6,5,16,11,14,3,1,1,0,0,2.29,3.53,3.12,1,738850,Hoffenheim,Mainz,1,1,D,0,1,A,15,15,6,6,9,14,4,5,4,4,0,0,1.85,4.04,3.94,1,738835,Darmstadt,Mainz,0,0,D,0,0,D,9,9,3,0,20,15,0,5,3,3,0,0,2.99,3.67,2.31
698,1,738869,M'gladbach,Werder Bremen,0,0,0,0,0,0,2.0,3.96,3.48,3,738863,Union Berlin,M'gladbach,3,1,H,1,0,H,16,13,6,4,9,8,6,7,1,3,0,0,2.15,3.66,3.29,3,738856,M'gladbach,Hoffenheim,2,1,H,0,0,D,9,17,3,5,12,14,6,3,2,2,0,0,2.25,4.07,2.85,3,738849,Dortmund,M'gladbach,4,2,H,3,2,H,20,10,13,3,11,11,5,4,1,2,0,0,1.48,5.23,5.77,3,738863,Werder Bremen,Augsburg,2,0,H,1,0,H,12,11,5,1,13,9,5,2,1,2,0,0,2.42,3.71,2.77,3,738856,Stuttgart,Werder Bremen,2,0,H,1,0,H,17,11,6,3,7,9,6,7,1,0,0,0,1.41,5.18,7.35,0,738849,Werder Bremen,Leverkusen,0,3,A,0,2,A,2,13,1,4,15,4,1,6,3,1,0,0,6.24,5.13,1.46
699,1,738870,Augsburg,Dortmund,0,1,0,1,0,1,3.5,4.2,1.93,3,738863,Werder Bremen,Augsburg,2,0,H,1,0,H,12,11,5,1,13,9,5,2,1,2,0,0,2.42,3.71,2.77,3,738857,Augsburg,Ein Frankfurt,2,1,H,1,0,H,9,12,4,6,9,10,2,4,1,1,0,0,2.68,3.58,2.59,1,738849,Union Berlin,Augsburg,1,1,D,0,1,A,16,11,6,2,10,15,3,4,2,2,0,0,2.01,3.63,3.76,0,738863,Dortmund,RB Leipzig,2,3,A,1,1,D,18,24,6,8,6,11,6,6,1,3,1,0,2.55,3.89,2.54,1,738857,Leverkusen,Dortmund,1,1,D,0,1,A,22,6,6,2,12,12,16,1,3,2,0,0,1.67,4.5,4.57,3,738849,Dortmund,M'gladbach,4,2,H,3,2,H,20,10,13,3,11,11,5,4,1,2,0,0,1.48,5.23,5.77
